x_i,"w_i,50","u(x_i,0.5)","|u(x_i,0.5)-w_i,50|"
0.0,0.0,0.0,0.0
0.1,0.0028980166450535924,0.0022224141785126745,0.0006756024665409179
0.2,0.005512355229220077,0.00422728297276244,0.0012850722564576372
0.30000000000000004,0.007587106076713243,0.005818355856425859,0.0017687502202873842
0.4,0.008919178118941298,0.006839887529993324,0.002079290588947974
0.5,0.009378178863319297,0.007191883355826368,0.002186295507492929
0.6000000000000001,0.008919178118941289,0.006839887529993324,0.002079290588947965
0.7000000000000001,0.007587106076713232,0.005818355856425859,0.001768750220287373
0.8,0.005512355229220066,0.004227282972762441,0.001285072256457625
0.9,0.0028980166450535863,0.0022224141785126754,0.0006756024665409109
1.0,0.0,8.807516931553887e-19,8.807516931553887e-19
